customer_id,month,revenue
129,2025-06,150.45
130,2025-06,110.02
131,2025-06,171.05
132,2025-06,123.9
133,2025-06,76.29
134,2025-06,167.54
135,2025-06,140.49
136,2025-06,153.43
137,2025-06,139.14
138,2025-06,76.15
139,2025-06,164.32
140,2025-06,176.69
141,2025-06,75.21
142,2025-06,165.58
143,2025-06,70.26
144,2025-06,57.69
145,2025-06,90.0
146,2025-06,115.18
147,2025-06,176.85
148,2025-06,80.31
149,2025-06,174.01
150,2025-06,84.74
151,2025-06,175.22
152,2025-06,107.07
153,2025-06,86.57
154,2025-06,147.24
155,2025-06,185.19
156,2025-06,149.03
157,2025-06,105.26
158,2025-06,86.93
159,2025-06,160.22
160,2025-06,125.58
161,2025-06,137.46
162,2025-06,83.24
163,2025-06,126.51
164,2025-06,103.23
165,2025-06,166.6
166,2025-06,92.9
167,2025-06,129.01
168,2025-06,69.83
169,2025-06,107.93
170,2025-06,73.69
171,2025-06,126.92
172,2025-06,119.47
173,2025-06,147.75
174,2025-06,79.5
175,2025-06,171.09
176,2025-06,77.86
177,2025-06,88.96
178,2025-06,82.09
179,2025-06,96.89
180,2025-06,99.76
181,2025-06,145.34
182,2025-06,121.58
183,2025-06,65.17
184,2025-06,172.92
185,2025-06,154.13
186,2025-06,60.86
187,2025-06,149.4
188,2025-06,87.55
189,2025-06,99.36
190,2025-06,64.23
191,2025-06,79.04
192,2025-06,150.3
193,2025-06,106.82
194,2025-06,132.01
195,2025-06,123.95
196,2025-06,106.38
197,2025-06,155.39
198,2025-06,119.15
199,2025-06,74.07
200,2025-06,69.17
201,2025-06,90.86
202,2025-06,119.67
203,2025-06,106.01
204,2025-06,68.53
205,2025-06,85.37
206,2025-06,153.23
207,2025-06,110.68
208,2025-06,154.32
209,2025-06,163.14
210,2025-06,88.38
211,2025-06,100.19
212,2025-06,76.11
213,2025-06,116.44
214,2025-06,105.62
215,2025-06,100.88
216,2025-06,171.56
217,2025-06,177.59
218,2025-06,73.46
219,2025-06,138.18
220,2025-06,139.12
221,2025-06,56.19
222,2025-06,111.11
223,2025-06,66.22
224,2025-06,123.89
225,2025-06,141.21
226,2025-06,123.9
227,2025-06,72.77
228,2025-06,83.59
229,2025-06,97.99
230,2025-06,108.13
231,2025-06,66.67
232,2025-06,94.12
233,2025-06,168.72
234,2025-06,103.25
235,2025-06,103.61
236,2025-06,102.69
237,2025-06,129.37
238,2025-06,77.37
239,2025-06,129.39
240,2025-06,126.0
241,2025-06,109.94
242,2025-06,98.94
243,2025-06,121.33
244,2025-06,150.7
245,2025-06,141.9
246,2025-06,97.24
247,2025-06,69.32
248,2025-06,74.27
249,2025-06,71.0
250,2025-06,94.51
251,2025-06,154.28
252,2025-06,180.71
253,2025-06,93.5
254,2025-06,55.41
255,2025-06,161.99
256,2025-06,104.9
257,2025-06,98.58
258,2025-06,97.11
259,2025-06,90.46
260,2025-06,176.22
261,2025-06,71.33
262,2025-06,93.62
263,2025-06,96.55
264,2025-06,162.7
265,2025-06,88.2
266,2025-06,80.5
267,2025-06,120.85
268,2025-06,77.54
269,2025-06,129.22
270,2025-06,121.09
271,2025-06,124.44
272,2025-06,115.03
273,2025-06,168.1
274,2025-06,139.96
275,2025-06,105.21
276,2025-06,146.94
277,2025-06,113.23
278,2025-06,168.18
279,2025-06,108.85
280,2025-06,164.76
281,2025-06,157.39
282,2025-06,78.38
283,2025-06,124.09
284,2025-06,86.44
285,2025-06,173.89
286,2025-06,82.33
287,2025-06,140.05
288,2025-06,129.14
289,2025-06,143.81
290,2025-06,109.3
291,2025-06,160.8
292,2025-06,115.71
293,2025-06,59.67
294,2025-06,72.79
295,2025-06,124.07
296,2025-06,128.25
297,2025-06,167.54
298,2025-06,158.73
299,2025-06,66.96
300,2025-06,90.3
301,2025-06,135.05
302,2025-06,179.48
303,2025-06,71.91
304,2025-06,128.93
305,2025-06,173.11
306,2025-06,62.74
307,2025-06,173.94
308,2025-06,99.04
309,2025-06,67.14
310,2025-06,98.76
311,2025-06,151.81
312,2025-06,63.68
313,2025-06,128.66
314,2025-06,145.63
315,2025-06,147.87
316,2025-06,136.68
317,2025-06,99.69
318,2025-06,107.88
319,2025-06,146.78
320,2025-06,84.45
321,2025-06,157.15
322,2025-06,68.63
323,2025-06,75.44
324,2025-06,157.14
325,2025-06,101.49
326,2025-06,163.76
327,2025-06,90.82
328,2025-06,104.96
329,2025-06,121.54
330,2025-06,167.05
331,2025-06,174.93
332,2025-06,110.63
333,2025-06,119.19
334,2025-06,176.67
335,2025-06,160.44
336,2025-06,72.97
337,2025-06,163.61
338,2025-06,164.44
339,2025-06,178.17
340,2025-06,150.48
341,2025-06,133.14
342,2025-06,140.61
343,2025-06,75.88
344,2025-06,71.02
345,2025-06,104.57
346,2025-06,128.03
347,2025-06,108.83
348,2025-06,121.01
349,2025-06,73.34
350,2025-06,160.63
351,2025-06,101.92
352,2025-06,114.31
353,2025-06,142.79
354,2025-06,62.24
355,2025-06,163.71
356,2025-06,131.73
357,2025-06,61.03
358,2025-06,132.26
359,2025-06,91.97
360,2025-06,150.97
361,2025-06,129.1
362,2025-06,77.27
363,2025-06,89.33
364,2025-06,97.76
365,2025-06,125.3
366,2025-06,140.18
367,2025-06,169.39
368,2025-06,90.5
369,2025-06,167.09
370,2025-06,109.82
371,2025-06,150.71
372,2025-06,101.03
373,2025-06,125.78
374,2025-06,136.98
375,2025-06,90.9
376,2025-06,112.02
377,2025-06,145.77
378,2025-06,121.4
379,2025-06,161.44
380,2025-06,77.5
381,2025-06,82.66
382,2025-06,89.3
383,2025-06,93.26
384,2025-06,166.6
385,2025-06,166.18
386,2025-06,103.97
387,2025-06,152.32
388,2025-06,173.28
389,2025-06,103.31
390,2025-06,75.97
391,2025-06,134.17
392,2025-06,100.09
393,2025-06,149.72
394,2025-06,162.97
395,2025-06,131.81
396,2025-06,158.02
397,2025-06,84.7
398,2025-06,104.76
399,2025-06,178.75
400,2025-06,128.63
401,2025-06,157.73
402,2025-06,67.81
403,2025-06,157.1
404,2025-06,176.36
405,2025-06,84.38
406,2025-06,131.21
407,2025-06,127.21
408,2025-06,161.4
409,2025-06,139.67
410,2025-06,76.24
411,2025-06,157.92
412,2025-06,68.96
413,2025-06,123.33
414,2025-06,86.71
415,2025-06,156.92
416,2025-06,173.83
417,2025-06,104.47
418,2025-06,174.13
419,2025-06,141.38
420,2025-06,113.96
421,2025-06,127.06
422,2025-06,130.04
423,2025-06,114.08
424,2025-06,61.6
425,2025-06,77.2
426,2025-06,165.61
427,2025-06,145.94
428,2025-06,168.47
429,2025-06,104.44
430,2025-06,75.32
431,2025-06,113.65
432,2025-06,79.92
433,2025-06,159.23
434,2025-06,136.53
435,2025-06,145.79
436,2025-06,79.21
437,2025-06,168.82
438,2025-06,120.57
439,2025-06,118.52
440,2025-06,166.18
441,2025-06,80.9
442,2025-06,78.79
443,2025-06,161.59
444,2025-06,99.57
445,2025-06,113.26
446,2025-06,171.91
447,2025-06,76.67
448,2025-06,126.69
449,2025-06,87.41
450,2025-06,107.59
451,2025-06,113.05
452,2025-06,140.69
453,2025-06,84.07
454,2025-06,100.58
455,2025-06,115.78
456,2025-06,170.39
457,2025-06,58.71
458,2025-06,60.52
459,2025-06,164.02
460,2025-06,155.33
461,2025-06,71.2
462,2025-06,150.93
463,2025-06,115.86
464,2025-06,128.63
465,2025-06,65.54
466,2025-06,167.8
467,2025-06,151.47
468,2025-06,95.46
469,2025-06,118.6
470,2025-06,164.68
471,2025-06,142.67
472,2025-06,165.15
473,2025-06,68.6
474,2025-06,145.56
475,2025-06,66.94
476,2025-06,73.42
477,2025-06,163.05
478,2025-06,168.45
479,2025-06,64.78
480,2025-06,108.35
481,2025-06,76.14
482,2025-06,91.28
483,2025-06,116.71
484,2025-06,66.01
485,2025-06,107.69
486,2025-06,138.18
487,2025-06,111.87
488,2025-06,106.64
489,2025-06,100.09
490,2025-06,69.94
491,2025-06,77.11
492,2025-06,143.93
493,2025-06,83.87
494,2025-06,57.41
495,2025-06,132.86
496,2025-06,118.38
497,2025-06,118.83
498,2025-06,134.7
499,2025-06,132.6
500,2025-06,96.98
